0.0	0.005	0.0	0.0	0.0	0.0	0.035	100.0
0.01	0.005	0.0	0.011553133705591061	0.0	0.0008123428641775771	0.03499366460745526	99.90385056543673
0.02	0.005	0.0	0.022874873647515913	0.0	0.0032243057575428225	0.034987330361687614	99.80779357801111
0.03	0.005	0.0	0.03396985390879884	0.0	0.0071989176768234965	0.0349809972624895	99.71182894883577
0.04	0.005	0.0	0.04484261576885938	0.0	0.01270002883997785	0.034974665309653374	99.61595658910875
0.05	0.005	0.0	0.05549760953689733	0.0	0.019692291914067503	0.034968334502971724	99.52017641011352
0.06	0.005	0.0	0.0659391964463413	0.0	0.028141142738906066	0.034962004842237084	99.42448832321881
0.07	0.005	0.0	0.07617165031257696	0.0	0.03801278345547911	0.03495567632724203	99.32889223987861
0.08	0.005	0.0	0.08619915945578269	0.0	0.04927416317518911	0.03494934895777917	99.23338807163199
0.09	0.005	0.0	0.09602582822475818	0.0	0.06189296267935875	0.034943022733641145	99.13797573010314
0.1	0.005	0.0	0.10565567881814057	0.0	0.07583757604992261	0.03493669765462064	99.04265512700115
0.11	0.005	0.0	0.11509265293640902	0.0	0.09107709467157099	0.03493037372051038	98.94742617412008
0.12	0.005	0.0	0.12434061315727747	0.0	0.10758129299050369	0.034924050931103116	98.85228878333875
0.13	0.005	0.0	0.13340334494028	0.0	0.12532060928113212	0.03491772928619165	98.75724286662071
0.14	0.005	0.0	0.14228455782948324	0.0	0.14426613384769701	0.034911408785568816	98.66228833601417
0.15	0.005	0.0	0.1509878869160815	0.0	0.16438959411409793	0.03490508942902748	98.5674251036519
0.16	0.005	0.0	0.159516894811847	0.0	0.1856633362193651	0.034898771216360557	98.47265308175115
0.17	0.005	0.0	0.16787507262346515	0.0	0.20806031542055722	0.03489245414736099	98.37797218261359
0.18	0.005	0.0	0.1760658413255158	0.0	0.23155408214581544	0.03488613822182175	98.28338231862519
0.19	0.005	0.0	0.18409255377948394	0.0	0.25611876347474233	0.034879823439535884	98.18888340225617
0.2	0.005	0.0	0.19195849556215752	0.0	0.28172905524333386	0.03487350980029642	98.09447534606089
0.21	0.005	0.0	0.19966688616890155	0.0	0.30836020964477096	0.03486719730389649	98.00015806267784
0.22	0.005	0.0	0.20722088093282648	0.0	0.33598801772192	0.03486088595012919	97.90593146482946
0.23	0.005	0.0	0.21462357207081217	0.0	0.3645887998819611	0.03485457573878771	97.81179546532212
0.24	0.005	0.0	0.2218779896227412	0.0	0.3941393963611173	0.03484826666966526	97.71774997704601
0.25	0.005	0.0	0.22898710281196422	0.0	0.42461715420794527	0.03484195874255508	97.62379491297513
0.26	0.005	0.0	0.2359538218851084	0.0	0.45599991100988535	0.03483565195725045	97.52993018616709
0.27	0.005	0.0	0.24278099860741875	0.0	0.4882659902525945	0.034829346313544694	97.43615570976313
0.28	0.005	0.0	0.24947142735598415	0.0	0.5213941901883004	0.03482304181123117	97.34247139698799
0.29	0.005	0.0	0.25602784665909484	0.0	0.5553637700840237	0.03481673845010328	97.24887716114988
0.3	0.005	0.0	0.2624529405849888	0.0	0.5901544380501124	0.034810436229954445	97.15537291564029
0.31	0.005	0.0	0.2687493391957599	0.0	0.6257463467293379	0.03480413515057814	97.06195857393405
0.32	0.005	0.0	0.27491961958618005	0.0	0.6621200827607833	0.03479783521176787	96.96863404958917
0.33	0.005	0.0	0.2809663074300722	0.0	0.6992566533953263	0.03479153641331719	96.87539925624677
0.34	0.005	0.0	0.2868918781985642	0.0	0.7371374759193368	0.03478523875501967	96.78225410763096
0.35	0.005	0.0	0.2926987575156787	0.0	0.775744374330567	0.03477894223666893	96.68919851754887
